"address","categories/0","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","likesCount","location/lat","location/lng","name","neighborhood","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Reservation recommended","reviewContext/Visited on","reviewContext/Wait time","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewImageUrls/36","reviewImageUrls/37","reviewImageUrls/38","reviewImageUrls/39","reviewImageUrls/40","reviewImageUrls/41","reviewImageUrls/42","reviewImageUrls/43","reviewImageUrls/44","reviewImageUrls/45","reviewImageUrls/46","reviewImageUrls/47","reviewImageUrls/48","reviewImageUrls/49","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","url"
"V92M+343, Dampyak, Nyatnyono, Ungaran Barat, Semarang Regency, Central Java 50551, Indonesia","Shrine","Shrine","12827888385324272618","Semarang Regency","ID","0x2e708750d6c5917b:0xb205d085799ccbea","https://lh5.googleusercontent.com/p/AF1QipNvN4B5v6SDRK-xgL-skN1YrRVd3MIlON2gbAEW=w426-h240-k-no","false","true","0","-7.1495877","110.3827148","Nana Rien","Dampyak, Nyatnyono, Ungaran Barat","false","ChIJe5HF1lCHcC4R6suceYXQBbI","50551",,"a month ago","2024-08-26T04:10:37.533Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUQ3dWMzNDNBRRAB","https://lh5.googleusercontent.com/p/AF1QipNvN4B5v6SDRK-xgL-skN1YrRVd3MIlON2gbAEW=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipMR82OzdQy0b55JAZohe8Ah6h4cBa5dTJq6crjy=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipNDYT-xpGnqwmwOND7AZBx6C679z2x9EEuGUUnO=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ3dWMzNDNBRRAB!2m1!1s0x0:0xb205d085799ccbea!3m1!1s2@1:CIHM0ogKEICAgID7uc343AE%7CCgwIvYCwtgYQsNqk_gE%7C?hl=en","113699821538562210790","22","https://lh3.googleusercontent.com/a-/ALV-UjXs6zD31CGjKbCldI0LdWpQRtEvgrYSWiED9rokjHtr9529vR93kw=s120-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/113699821538562210790?hl=en","30","Direct Detail URL: https://www.google.com/maps/place/Makam+syech+Munadi+nyatnyono/@-7.1498641,110.3824033,20.49z/data=!4m14!1m5!3m4!2zN8KwMDgnNTcuNiJTIDExMMKwMjInNTguNSJF!8m2!3d-7.1493209!4d110.3829033!3m7!1s0x2e708750d6c5917b:0xb205d085799ccbea!8m2!3d-7.1495877!4d110.3827148!9m1!1b1!16s%2Fg%2F11rpq74m1g?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","V92M+343","false","Hari biasa sepi. Suasana tenang. Di samping makam, ada makam mbah hasan dipuro, anak dari mbah hasan munadi.
Ada juga masjid dan sendang. Terpisah dari komplek makam.
Di sendang ada toilet wc gratis yg bisa di gunakan pengunjung, untuk sabun bisa beli sendiri di warung sekitar","Normal days are quiet. Calm atmosphere. Beside the tomb, there is the grave of Mbah Hasan Dipuro, the son of Mbah Hasan Munadi.
There is also a mosque and spring. Separate from the tomb complex.
At the spring there are free toilets that visitors can use, and you can buy soap yourself at the local stall","Makam syech Munadi nyatnyono","4.8","https://www.google.com/maps/search/?api=1&query=Makam%20syech%20Munadi%20nyatnyono&query_place_id=ChIJe5HF1lCHcC4R6suceYXQBbI"
"V92M+343, Dampyak, Nyatnyono, Ungaran Barat, Semarang Regency, Central Java 50551, Indonesia","Shrine","Shrine","12827888385324272618","Semarang Regency","ID","0x2e708750d6c5917b:0xb205d085799ccbea","https://lh5.googleusercontent.com/p/AF1QipNvN4B5v6SDRK-xgL-skN1YrRVd3MIlON2gbAEW=w426-h240-k-no","false","true","2","-7.1495877","110.3827148","Tubagus Maulana","Dampyak, Nyatnyono, Ungaran Barat","false","ChIJe5HF1lCHcC4R6suceYXQBbI","50551",,"2 years ago","2022-06-16T09:11:24.953Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNPamNpM2ZnEAE","https://lh5.googleusercontent.com/p/AF1QipNqR9X7PlWwodXlxZDNA_Uee_rJN1DrG_iJgkgw=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipP5mNIt9pvnB4C4BbJLV0y-YasTWz-qqRYoKSYb=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipNmUtnjXc15d7F10pbvQsKlDIExxfXDdSsAZnBO=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNPamNpM2ZnEAE!2m1!1s0x0:0xb205d085799ccbea!3m1!1s2@1:CIHM0ogKEICAgICOjci3fg%7CCgwIvOerlQYQ2LW3xgM%7C?hl=en","104834430647768134343","8","https://lh3.googleusercontent.com/a/ACg8ocI9Vto8i3tTKixYlRdomWg58-fk-aCDJXF_KT4BqwfA076YHQ=s120-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/104834430647768134343?hl=en","30","Direct Detail URL: https://www.google.com/maps/place/Makam+syech+Munadi+nyatnyono/@-7.1498641,110.3824033,20.49z/data=!4m14!1m5!3m4!2zN8KwMDgnNTcuNiJTIDExMMKwMjInNTguNSJF!8m2!3d-7.1493209!4d110.3829033!3m7!1s0x2e708750d6c5917b:0xb205d085799ccbea!8m2!3d-7.1495877!4d110.3827148!9m1!1b1!16s%2Fg%2F11rpq74m1g?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","V92M+343","false","Joss, salah satu wisata religi rekomendasi di kabupaten Semarang karena pemandangan gunung Ungaran yang terpampang di depan mata dengan udara yang sejuk dan pengelolaan di area makam sudah lumayan Bagus😁","Joss, one of the recommended religious tours in Semarang district because of the view of Mount Ungaran that stretches out before your eyes with cool air and the management of the cemetery area is quite good😁","Makam syech Munadi nyatnyono","4.8","https://www.google.com/maps/search/?api=1&query=Makam%20syech%20Munadi%20nyatnyono&query_place_id=ChIJe5HF1lCHcC4R6suceYXQBbI"
"V92M+343, Dampyak, Nyatnyono, Ungaran Barat, Semarang Regency, Central Java 50551, Indonesia","Shrine","Shrine","12827888385324272618","Semarang Regency","ID","0x2e708750d6c5917b:0xb205d085799ccbea","https://lh5.googleusercontent.com/p/AF1QipNvN4B5v6SDRK-xgL-skN1YrRVd3MIlON2gbAEW=w426-h240-k-no","false","true","0","-7.1495877","110.3827148","Ali Suwarjono","Dampyak, Nyatnyono, Ungaran Barat","false","ChIJe5HF1lCHcC4R6suceYXQBbI","50551",,"a month ago","2024-09-04T01:26:30.858Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNIdXN5NWxRRRAB","https://lh5.googleusercontent.com/p/AF1QipNIpNfcVoa8gsMksHvkiu2TUGtdQJTYor2JgTWf=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNIdXN5NWxRRRAB!2m1!1s0x0:0xb205d085799ccbea!3m1!1s2@1:CIHM0ogKEICAgICHusy5lQE%7CCgwIxu7etgYQiPGomQM%7C?hl=en","101094599790980378511","45","https://lh3.googleusercontent.com/a-/ALV-UjUdxjPpvzwMIUrhPs4ancPbkVyWyxHwp169seNPEeKuMJyUet4G=s120-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/101094599790980378511?hl=en","30","Direct Detail URL: https://www.google.com/maps/place/Makam+syech+Munadi+nyatnyono/@-7.1498641,110.3824033,20.49z/data=!4m14!1m5!3m4!2zN8KwMDgnNTcuNiJTIDExMMKwMjInNTguNSJF!8m2!3d-7.1493209!4d110.3829033!3m7!1s0x2e708750d6c5917b:0xb205d085799ccbea!8m2!3d-7.1495877!4d110.3827148!9m1!1b1!16s%2Fg%2F11rpq74m1g?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","V92M+343","false","tempat wisata religi yang cukup bagus","quite a good religious tourist spot","Makam syech Munadi nyatnyono","4.8","https://www.google.com/maps/search/?api=1&query=Makam%20syech%20Munadi%20nyatnyono&query_place_id=ChIJe5HF1lCHcC4R6suceYXQBbI"
"V92M+343, Dampyak, Nyatnyono, Ungaran Barat, Semarang Regency, Central Java 50551, Indonesia","Shrine","Shrine","12827888385324272618","Semarang Regency","ID","0x2e708750d6c5917b:0xb205d085799ccbea","https://lh5.googleusercontent.com/p/AF1QipNvN4B5v6SDRK-xgL-skN1YrRVd3MIlON2gbAEW=w426-h240-k-no","false","true","0","-7.1495877","110.3827148","Mt Al Awwabin","Dampyak, Nyatnyono, Ungaran Barat","false","ChIJe5HF1lCHcC4R6suceYXQBbI","50551",,"3 weeks ago","2024-09-16T12:27:35.974Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURIdnVpRjRBRRAB","https://lh5.googleusercontent.com/p/AF1QipOuZxTW6cCF3ogD5CxwEpHF2FGooLlR_6r8vcKT=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipM04MHEuulbyG9GkhrVLz59NX-sXUZSa_dEd9Dd=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURIdnVpRjRBRRAB!2m1!1s0x0:0xb205d085799ccbea!3m1!1s2@1:CIHM0ogKEICAgIDHvuiF4AE%7CCgwIt8igtwYQ8PPV0AM%7C?hl=en","102437724370085230011","201","https://lh3.googleusercontent.com/a-/ALV-UjVReO98IVKvyrbkPozOHu8Kg_4VmPg07HHZK13Pomq_onIfVo8=s120-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/102437724370085230011?hl=en","30","Direct Detail URL: https://www.google.com/maps/place/Makam+syech+Munadi+nyatnyono/@-7.1498641,110.3824033,20.49z/data=!4m14!1m5!3m4!2zN8KwMDgnNTcuNiJTIDExMMKwMjInNTguNSJF!8m2!3d-7.1493209!4d110.3829033!3m7!1s0x2e708750d6c5917b:0xb205d085799ccbea!8m2!3d-7.1495877!4d110.3827148!9m1!1b1!16s%2Fg%2F11rpq74m1g?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","V92M+343","false","Sejuk sekali dan hening","Very cold and quiet","Makam syech Munadi nyatnyono","4.8","https://www.google.com/maps/search/?api=1&query=Makam%20syech%20Munadi%20nyatnyono&query_place_id=ChIJe5HF1lCHcC4R6suceYXQBbI"
"V92M+343, Dampyak, Nyatnyono, Ungaran Barat, Semarang Regency, Central Java 50551, Indonesia","Shrine","Shrine","12827888385324272618","Semarang Regency","ID","0x2e708750d6c5917b:0xb205d085799ccbea","https://lh5.googleusercontent.com/p/AF1QipNvN4B5v6SDRK-xgL-skN1YrRVd3MIlON2gbAEW=w426-h240-k-no","false","true","0","-7.1495877","110.3827148","Hantoro Yudi","Dampyak, Nyatnyono, Ungaran Barat","false","ChIJe5HF1lCHcC4R6suceYXQBbI","50551",,"8 months ago","2024-02-03T10:52:17.145Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUR0b3E2Wk1REAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR0b3E2Wk1REAE!2m1!1s0x0:0xb205d085799ccbea!3m1!1s2@1:CIHM0ogKEICAgIDtoq6ZMQ%7CCgsI4bX4rQYQyIvJRQ%7C?hl=en","103378657842743940247","34","https://lh3.googleusercontent.com/a-/ALV-UjXuaXeSdVdK2VQmRyxiIdY6eO5BYNWCv7BFOcjJWe9qKTspXW0=s120-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/103378657842743940247?hl=en","30","Direct Detail URL: https://www.google.com/maps/place/Makam+syech+Munadi+nyatnyono/@-7.1498641,110.3824033,20.49z/data=!4m14!1m5!3m4!2zN8KwMDgnNTcuNiJTIDExMMKwMjInNTguNSJF!8m2!3d-7.1493209!4d110.3829033!3m7!1s0x2e708750d6c5917b:0xb205d085799ccbea!8m2!3d-7.1495877!4d110.3827148!9m1!1b1!16s%2Fg%2F11rpq74m1g?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","V92M+343","false","Makamnya terletak di dataran tinggi...harap berhati hati saat menuju ke lokasi...jalan lumayan sempit untuk 2 kendaraan saat persimpangan dan menanjak,walaupun sudah termasuk bagus jalannya...area cukup bersih,parkiran lumayan luas...","The grave is located on a plateau...please be careful when going to the location...the road is quite narrow for 2 vehicles at intersections and uphill, although the road is considered good...the area is quite clean, the parking area is quite spacious...","Makam syech Munadi nyatnyono","4.8","https://www.google.com/maps/search/?api=1&query=Makam%20syech%20Munadi%20nyatnyono&query_place_id=ChIJe5HF1lCHcC4R6suceYXQBbI"
"V92M+343, Dampyak, Nyatnyono, Ungaran Barat, Semarang Regency, Central Java 50551, Indonesia","Shrine","Shrine","12827888385324272618","Semarang Regency","ID","0x2e708750d6c5917b:0xb205d085799ccbea","https://lh5.googleusercontent.com/p/AF1QipNvN4B5v6SDRK-xgL-skN1YrRVd3MIlON2gbAEW=w426-h240-k-no","false","true","0","-7.1495877","110.3827148","Da Rifda","Dampyak, Nyatnyono, Ungaran Barat","false","ChIJe5HF1lCHcC4R6suceYXQBbI","50551",,"10 months ago","2023-11-14T22:56:48.838Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNsd3VhdGJBEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNsd3VhdGJBEAE!2m1!1s0x0:0xb205d085799ccbea!3m1!1s2@1:CIHM0ogKEICAgIClwuatbA%7CCgwIsPbPqgYQ0JmFkAM%7C?hl=en","107074487545939371499","75","https://lh3.googleusercontent.com/a-/ALV-UjWYFdAek5DVF2fBiySzC-n8j9fh7XmrDTyf3aNq91-05I7Ala8boQ=s120-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/107074487545939371499?hl=en","30","Direct Detail URL: https://www.google.com/maps/place/Makam+syech+Munadi+nyatnyono/@-7.1498641,110.3824033,20.49z/data=!4m14!1m5!3m4!2zN8KwMDgnNTcuNiJTIDExMMKwMjInNTguNSJF!8m2!3d-7.1493209!4d110.3829033!3m7!1s0x2e708750d6c5917b:0xb205d085799ccbea!8m2!3d-7.1495877!4d110.3827148!9m1!1b1!16s%2Fg%2F11rpq74m1g?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","V92M+343","false","Dari pekalongan jm06,Alhamdulillah nyampe jm09,tempatnya enak untuk berdoa,pemandangan sekitar indah.moga hasil maksud...","From Pekalongan JM 06, Thank God I arrived JM 09, the place is nice to pray, the surrounding views are beautiful. I hope the results...","Makam syech Munadi nyatnyono","4.8","https://www.google.com/maps/search/?api=1&query=Makam%20syech%20Munadi%20nyatnyono&query_place_id=ChIJe5HF1lCHcC4R6suceYXQBbI"
"V92M+343, Dampyak, Nyatnyono, Ungaran Barat, Semarang Regency, Central Java 50551, Indonesia","Shrine","Shrine","12827888385324272618","Semarang Regency","ID","0x2e708750d6c5917b:0xb205d085799ccbea","https://lh5.googleusercontent.com/p/AF1QipNvN4B5v6SDRK-xgL-skN1YrRVd3MIlON2gbAEW=w426-h240-k-no","false","true","1","-7.1495877","110.3827148","M. Zakki Musaddad","Dampyak, Nyatnyono, Ungaran Barat","false","ChIJe5HF1lCHcC4R6suceYXQBbI","50551",,"11 months ago","2023-10-26T01:27:55.157Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUQ1c2Zuajd3RRAB","https://lh5.googleusercontent.com/p/AF1QipNa3Y8aL5rrcx2M2fNMBHj3pWZGn3E0TDOjUpsh=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipOZzGTQt0k6XZFmLs3GekZkzCDwXbV-rs8dWA0o=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ1c2Zuajd3RRAB!2m1!1s0x0:0xb205d085799ccbea!3m1!1s2@1:CIHM0ogKEICAgID5sfnj7wE%7CCgsIm4HnqQYQ4MP4Sg%7C?hl=en","106621873328475396118","101","https://lh3.googleusercontent.com/a-/ALV-UjW9UeeVh8nLjbGu8VHWksQMFjUOjxU_ke2zWBnGYSW4vx1V8f7q=s120-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/106621873328475396118?hl=en","30","Direct Detail URL: https://www.google.com/maps/place/Makam+syech+Munadi+nyatnyono/@-7.1498641,110.3824033,20.49z/data=!4m14!1m5!3m4!2zN8KwMDgnNTcuNiJTIDExMMKwMjInNTguNSJF!8m2!3d-7.1493209!4d110.3829033!3m7!1s0x2e708750d6c5917b:0xb205d085799ccbea!8m2!3d-7.1495877!4d110.3827148!9m1!1b1!16s%2Fg%2F11rpq74m1g?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","V92M+343","false","Pemandangan nya sangat indah kalau dari atas.","The view is very beautiful from above.","Makam syech Munadi nyatnyono","4.8","https://www.google.com/maps/search/?api=1&query=Makam%20syech%20Munadi%20nyatnyono&query_place_id=ChIJe5HF1lCHcC4R6suceYXQBbI"
"V92M+343, Dampyak, Nyatnyono, Ungaran Barat, Semarang Regency, Central Java 50551, Indonesia","Shrine","Shrine","12827888385324272618","Semarang Regency","ID","0x2e708750d6c5917b:0xb205d085799ccbea","https://lh5.googleusercontent.com/p/AF1QipNvN4B5v6SDRK-xgL-skN1YrRVd3MIlON2gbAEW=w426-h240-k-no","false","true","2","-7.1495877","110.3827148","Mas Mus","Dampyak, Nyatnyono, Ungaran Barat","false","ChIJe5HF1lCHcC4R6suceYXQBbI","50551",,"2 years ago","2022-05-09T12:30:29.205Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUQydk9mTU9nEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQydk9mTU9nEAE!2m1!1s0x0:0xb205d085799ccbea!3m1!1s2@1:CIHM0ogKEICAgID2vOfMOg%7CCgsI5ZLkkwYQqPjtYQ%7C?hl=en","100571460787096029669","917","https://lh3.googleusercontent.com/a-/ALV-UjWiF510zFLyPRRungLk_GGXKd4S8bUPALL0dyWKKF5vgfOQmBhhoA=s120-c-rp-mo-ba7-br100","https://www.google.com/maps/contrib/100571460787096029669?hl=en","30","Direct Detail URL: https://www.google.com/maps/place/Makam+syech+Munadi+nyatnyono/@-7.1498641,110.3824033,20.49z/data=!4m14!1m5!3m4!2zN8KwMDgnNTcuNiJTIDExMMKwMjInNTguNSJF!8m2!3d-7.1493209!4d110.3829033!3m7!1s0x2e708750d6c5917b:0xb205d085799ccbea!8m2!3d-7.1495877!4d110.3827148!9m1!1b1!16s%2Fg%2F11rpq74m1g?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","V92M+343","false","sekarang di wilayah kota semarang raya sudah banyak destinasi wisata religi yang bisa dijadikan tujuan ziarah wali telu (wali jawa tengah). karena sekarang berbagai fasilitas di lokasi tersebut sudah sangat memadai. salah satunya adalah di makam auliya dzipuro, ungaran ini. disini ada dua makam yang menjadi tujuan utama. yaitu makam syeikh hasan munadi dan syeikh hasan dzipuro. tak jauh dari area makam ada sendang atau sumber air yang bernama sendang kalimah toyyibah. para peziarah biasanya juga mampir ke sendang ini.","Now in the Greater Semarang city area there are many religious tourist destinations that can be used as pilgrimage destinations for the Wali Telu (Central Javanese saint). because now the various facilities at that location are very adequate. one of them is at the tomb of Auliya Dzipuro, Ungaran. Here there are two tombs which are the main destination. namely the tombs of Sheikh Hasan Munadi and Sheikh Hasan Dzipuro. Not far from the tomb area there is a spring or water source called Sendang Kalimah Toyyibah. Pilgrims usually also stop by this spring.","Makam syech Munadi nyatnyono","4.8","https://www.google.com/maps/search/?api=1&query=Makam%20syech%20Munadi%20nyatnyono&query_place_id=ChIJe5HF1lCHcC4R6suceYXQBbI"
"V92M+343, Dampyak, Nyatnyono, Ungaran Barat, Semarang Regency, Central Java 50551, Indonesia","Shrine","Shrine","12827888385324272618","Semarang Regency","ID","0x2e708750d6c5917b:0xb205d085799ccbea","https://lh5.googleusercontent.com/p/AF1QipNvN4B5v6SDRK-xgL-skN1YrRVd3MIlON2gbAEW=w426-h240-k-no","false","true","2","-7.1495877","110.3827148","Muhamad Idrus","Dampyak, Nyatnyono, Ungaran Barat","false","ChIJe5HF1lCHcC4R6suceYXQBbI","50551",,"a year ago","2023-02-14T03:30:25.482Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNodnJUZFFREAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNodnJUZFFREAE!2m1!1s0x0:0xb205d085799ccbea!3m1!1s2@1:CIHM0ogKEICAgIChvrTdQQ%7CCgwI0YCsnwYQgJyJ5gE%7C?hl=en","113153824610891309520","34","https://lh3.googleusercontent.com/a-/ALV-UjWfaKSmuFDnSlxyX1VB2DFnaZnjpxkpR8rFwjNF_7OUxKtR-2PR=s120-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/113153824610891309520?hl=en","30","Direct Detail URL: https://www.google.com/maps/place/Makam+syech+Munadi+nyatnyono/@-7.1498641,110.3824033,20.49z/data=!4m14!1m5!3m4!2zN8KwMDgnNTcuNiJTIDExMMKwMjInNTguNSJF!8m2!3d-7.1493209!4d110.3829033!3m7!1s0x2e708750d6c5917b:0xb205d085799ccbea!8m2!3d-7.1495877!4d110.3827148!9m1!1b1!16s%2Fg%2F11rpq74m1g?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","V92M+343","false","Allhamdulillah,tempat nyaman adem,tersedia penginapan,buat oleh2 pun banyak,suasana pegunungan yg sejuk.pemandian air gunung.InsyaALLOH bisa kesini lg.aamiin","Alhamdulillah, cool comfortable place, lodging available, lots of souvenirs to make, cool mountain atmosphere. Mountain water baths. God willing, we can come here again. Aamiin","Makam syech Munadi nyatnyono","4.8","https://www.google.com/maps/search/?api=1&query=Makam%20syech%20Munadi%20nyatnyono&query_place_id=ChIJe5HF1lCHcC4R6suceYXQBbI"
"V92M+343, Dampyak, Nyatnyono, Ungaran Barat, Semarang Regency, Central Java 50551, Indonesia","Shrine","Shrine","12827888385324272618","Semarang Regency","ID","0x2e708750d6c5917b:0xb205d085799ccbea","https://lh5.googleusercontent.com/p/AF1QipNvN4B5v6SDRK-xgL-skN1YrRVd3MIlON2gbAEW=w426-h240-k-no","false","true","3","-7.1495877","110.3827148","Muhammad Mustakim","Dampyak, Nyatnyono, Ungaran Barat","false","ChIJe5HF1lCHcC4R6suceYXQBbI","50551",,"2 years ago","2022-02-19T12:11:37.647Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNXOUlYZWN3EAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNXOUlYZWN3EAE!2m1!1s0x0:0xb205d085799ccbea!3m1!1s2@1:CIHM0ogKEICAgICW9IXecw%7CCgwI-bzDkAYQyNbRtAI%7C?hl=en","106733476189645440533","26","https://lh3.googleusercontent.com/a-/ALV-UjUvizuJRNoIwSBH1T03toXUwXWOJhkRaZ_OPSzn-Vz12cDIMozj=s120-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/106733476189645440533?hl=en","30","Direct Detail URL: https://www.google.com/maps/place/Makam+syech+Munadi+nyatnyono/@-7.1498641,110.3824033,20.49z/data=!4m14!1m5!3m4!2zN8KwMDgnNTcuNiJTIDExMMKwMjInNTguNSJF!8m2!3d-7.1493209!4d110.3829033!3m7!1s0x2e708750d6c5917b:0xb205d085799ccbea!8m2!3d-7.1495877!4d110.3827148!9m1!1b1!16s%2Fg%2F11rpq74m1g?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","V92M+343","false","Di Ungaran terdapat sebuah makam yang sangat dikeramatkan oleh penduduk sekitar yaitu makam waliyullah Hasan Munadi dan makam putranya waliyullah Hasan Dipuro, yang berada di sebelahnya dan dipisah jalanan. Sebuah nama Nyatnyono ungaran disini tidak akan terlepas dari makam keramat waliyullah Hasan Munadi dan Hasan Dipuro. Makam makam wali tersebut sampai saat ini masih terawat dengan sangat baik oleh masyarakat","In Ungaran there is a tomb that is very sacred to local residents, namely the tomb of Waliyullah Hasan Munadi and the tomb of his son Waliyullah Hasan Dipuro, which are next to it and separated by a road. The name Nyatnyono Ungaran here cannot be separated from the sacred graves of Waliyullah Hasan Munadi and Hasan Dipuro. The guardian's grave is still very well maintained by the community","Makam syech Munadi nyatnyono","4.8","https://www.google.com/maps/search/?api=1&query=Makam%20syech%20Munadi%20nyatnyono&query_place_id=ChIJe5HF1lCHcC4R6suceYXQBbI"
